Koordinatensystem : Lambert konform konisch
Rechtswert        : 4218500 Meter
Hochwert          : 2850500 Meter
Hoehenlage        : 45 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Winter
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4218500 2850500  3  6  3  -2.0 1017 125  5.1 1  2.4  72    0    0 212 -327  0
4218500 2850500  3  6  4  -2.1 1017 125  4.9 1  2.4  75    0    0 206 -328  0
4218500 2850500  3  6  5  -2.2 1017 128  5.2 1  2.5  78    0    0 206 -327  0
4218500 2850500  3  6  6  -2.4 1016 123  5.5 2  2.6  80    0    0 210 -324  0
4218500 2850500  3  6  7  -2.4 1016 129  6.9 3  2.6  81    0    0 217 -320  0
4218500 2850500  3  6  8  -1.9 1015 124  7.8 5  2.6  80    0   20 231 -318  0
4218500 2850500  3  6  9  -0.9 1015 123  7.2 6  2.7  78   18   80 250 -320  0
4218500 2850500  3  6 10   0.6 1015 126  6.6 6  2.7  72   93  135 260 -326  0
4218500 2850500  3  6 11   1.7 1015 132  7.2 6  2.6  64  162  163 263 -334  0
4218500 2850500  3  6 12   3.3 1014 135  7.6 6  2.5  56  236  162 267 -344  0
4218500 2850500  3  6 13   4.4 1014 141  7.5 7  2.4  49  236  171 277 -352  0
4218500 2850500  3  6 14   5.1 1013 138  8.1 7  2.4  45  129  205 287 -355  0
4218500 2850500  3  6 15   5.3 1012 137  6.9 7  2.3  42   68  184 290 -356  0
4218500 2850500  3  6 16   5.1 1011 129  6.8 7  2.3  42   18  134 292 -356  0
4218500 2850500  3  6 17   4.3 1011 121  6.1 7  2.4  45    5   70 294 -354  0
4218500 2850500  3  6 18   3.7 1011 124  6.0 7  2.4  48    0   15 295 -350  0
4218500 2850500  3  6 19   2.8 1011 122  5.3 8  2.4  50    0    0 299 -345  0
4218500 2850500  3  6 20   2.1 1011 132  4.8 8  2.4  54    0    0 304 -340  0
4218500 2850500  3  6 21   1.8 1011 139  5.1 7  2.5  58    0    0 300 -338  0
4218500 2850500  3  6 22   1.6 1012 132  4.8 8  2.6  61    0    0 301 -336  0
4218500 2850500  3  6 23   1.4 1012 139  4.7 8  2.7  63    0    0 305 -332  0
4218500 2850500  3  6 24   1.4 1012 150  4.2 8  2.7  65    0    0 304 -328  0
4218500 2850500  3  7  1   1.0 1012 142  3.3 8  2.8  67    0    0 304 -327  0
4218500 2850500  3  7  2   1.1 1013 140  2.5 8  2.8  70    0    0 304 -328  0
4218500 2850500  3  7  3   0.5 1013 183  1.9 8  3.0  75    0    0 304 -328  0
4218500 2850500  3  7  4   0.0 1013   1  0.3 8  3.3  85    0    0 303 -328  0
4218500 2850500  3  7  5  -0.1 1013 300  0.6 8  3.6  94    0    0 301 -327  0
4218500 2850500  3  7  6   0.0 1014 302  0.8 8  3.6  96    0    0 298 -326  0
4218500 2850500  3  7  7   0.3 1015 276  1.7 7  3.7  96    0    0 293 -325  0
4218500 2850500  3  7  8   0.6 1015 288  2.2 8  3.8  97    0   23 293 -324  0
4218500 2850500  3  7  9   1.1 1016 302  2.4 7  4.0  98   22  103 292 -324  0
4218500 2850500  3  7 10   1.5 1017 293  2.6 6  4.1  98    4  140 283 -327  0
4218500 2850500  3  7 11   2.5 1017 298  3.3 7  4.3  99    0   90 283 -330  0
4218500 2850500  3  7 12   3.5 1017 298  3.5 7  4.6  99    0  101 290 -334  0
4218500 2850500  3  7 13   4.7 1018 298  3.2 7  4.9  96    0  148 292 -340  0
4218500 2850500  3  7 14   5.8 1018 292  2.9 7  4.8  88    0  131 293 -347  0
4218500 2850500  3  7 15   6.0 1018 288  3.0 8  4.4  77    0   98 295 -352  0
4218500 2850500  3  7 16   5.8 1018 263  2.5 8  4.0  70    0   53 295 -352  0
4218500 2850500  3  7 17   5.6 1018 262  2.3 6  3.9  69    0   66 283 -347  0
4218500 2850500  3  7 18   5.2 1017 251  2.2 7  3.7  67    1   26 277 -339  0
4218500 2850500  3  7 19   3.5 1017 225  1.3 6  3.6  70    0    0 270 -331  0
4218500 2850500  3  7 20   1.8 1017 163  1.8 5  3.6  79    0    0 256 -327  0
4218500 2850500  3  7 21   1.7 1017 148  2.7 5  3.7  87    0    0 249 -324  0
4218500 2850500  3  7 22   2.4 1017 144  3.2 7  4.1  94    0    0 258 -321  0
4218500 2850500  3  7 23   2.4 1017 145  3.2 6  4.4  98    0    0 263 -319  0
4218500 2850500  3  7 24   2.4 1016 157  3.3 8  4.4  98    0    0 268 -317  0
4218500 2850500  3  8  1   2.0 1016 167  2.9 8  4.4  99    0    0 276 -317  0
4218500 2850500  3  8  2   1.7 1016 151  3.7 7  4.3 100    0    0 272 -316  0
4218500 2850500  3  8  3   1.2 1015 154  3.7 7  4.2 100    0    0 270 -315  0
4218500 2850500  3  8  4   0.5 1015 156  3.6 4  4.0 100    0    0 257 -315  0
4218500 2850500  3  8  5   0.1 1014 158  3.9 2  3.8  99    0    0 233 -315  0
4218500 2850500  3  8  6   0.0 1013 162  4.6 1  3.7  99    0    0 219 -314  0
4218500 2850500  3  8  7   0.0 1012 166  4.2 3  3.7  98    0    0 225 -313  0
4218500 2850500  3  8  8   0.8 1012 175  4.0 3  3.7  96   34   38 239 -313  0
4218500 2850500  3  8  9   2.7 1012 204  4.0 4  3.9  89   29   87 249 -314  0
4218500 2850500  3  8 10   3.1 1012 198  4.3 8  3.9  84    0   78 279 -319  0
4218500 2850500  3  8 11   5.6 1012 206  4.6 5  4.1  79   86  206 291 -331  0
4218500 2850500  3  8 12   9.0 1012 219  5.0 3  4.2  66  469   91 276 -342  0
4218500 2850500  3  8 13   9.4 1012 232  4.6 5  4.3  59  159  234 285 -347  0
4218500 2850500  3  8 14   9.8 1012 234  5.7 6  4.1  56    0  130 299 -347  0
4218500 2850500  3  8 15   9.6 1012 224  5.6 5  4.0  53    0  127 301 -346  0
4218500 2850500  3  8 16   9.4 1012 244  4.4 7  3.9  53    0   45 302 -345  0
4218500 2850500  3  8 17   9.0 1012 252  5.9 7  3.8  53    0   39 307 -342  0
4218500 2850500  3  8 18   8.8 1012 251  5.7 8  3.8  54    0   22 308 -337  0
4218500 2850500  3  8 19   8.3 1012 241  4.8 7  3.8  55    0    0 306 -330  0
4218500 2850500  3  8 20   7.0 1013 207  3.7 7  3.9  59    0    0 300 -324  0
4218500 2850500  3  8 21   7.3 1013 245  5.3 7  4.0  64    0    0 302 -322  0
4218500 2850500  3  8 22   6.7 1013 221  3.2 8  4.3  68    0    0 310 -323  0
4218500 2850500  3  8 23   6.1 1013 181  4.0 8  4.4  74    0    0 313 -325  0
4218500 2850500  3  8 24   6.0 1012 200  5.1 8  4.5  77    0    0 313 -326  0
4218500 2850500  3  9  1   5.7 1012 202  5.1 8  4.7  81    0    0 313 -327  0
4218500 2850500  3  9  2   6.3 1011 201  5.1 8  4.7  81    0    0 312 -328  0
4218500 2850500  3  9  3   6.3 1011 212  4.8 8  4.6  77    0    0 315 -329  0
4218500 2850500  3  9  4   5.9 1010 214  5.1 8  4.6  78    0    0 315 -330  0
4218500 2850500  3  9  5   5.5 1010 213  5.2 8  4.9  86    0    0 317 -331  0
4218500 2850500  3  9  6   5.6 1010 219  4.9 8  5.1  91    0    0 319 -332  0
4218500 2850500  3  9  7   5.6 1010 219  5.5 8  5.2  92    0    0 320 -332  0
4218500 2850500  3  9  8   5.7 1009 228  5.4 8  5.4  94    0   11 321 -333  0
4218500 2850500  3  9  9   6.1 1009 232  5.2 7  5.6  96    0   44 319 -335  0
4218500 2850500  3  9 10   6.7 1010 237  5.4 8  5.9  98    0   68 321 -339  0
4218500 2850500  3  9 11   7.3 1010 248  5.9 7  6.1  97    0   89 322 -343  0
4218500 2850500  3  9 12   7.8 1010 260  6.1 8  6.3  97    0   77 323 -348  0
4218500 2850500  3  9 13   8.1 1010 261  5.5 8  6.4  96    0   66 328 -353  0
4218500 2850500  3  9 14   8.1 1011 260  5.8 8  6.4  95    0   61 328 -357  0
4218500 2850500  3  9 15   8.6 1011 262  5.3 8  6.3  92    0   58 329 -357  0
4218500 2850500  3  9 16   8.6 1011 272  5.4 7  6.1  88    0   56 323 -357  0
4218500 2850500  3  9 17   8.3 1011 265  4.0 7  6.0  88    0   66 315 -356  0
4218500 2850500  3  9 18   8.2 1012 262  3.7 8  6.1  89    0   17 318 -355  0
4218500 2850500  3  9 19   8.0 1012 256  3.9 8  6.1  90    0    0 317 -351  0
4218500 2850500  3  9 20   7.9 1013 246  3.3 8  6.1  91    0    0 314 -347  0
4218500 2850500  3  9 21   7.7 1013 234  4.0 8  6.1  92    0    0 313 -343  0
4218500 2850500  3  9 22   7.9 1014 250  3.9 8  6.0  92    0    0 312 -339  0
4218500 2850500  3  9 23   7.7 1014 249  3.3 8  5.9  89    0    0 313 -336  0
4218500 2850500  3  9 24   7.9 1014 256  3.7 7  5.6  86    0    0 310 -333  0
4218500 2850500  3 10  1   7.2 1015 232  3.4 7  5.5  86    0    0 308 -330  0
4218500 2850500  3 10  2   6.6 1014 217  3.7 4  5.4  87    0    0 293 -328  0
4218500 2850500  3 10  3   5.4 1015 223  3.8 1  5.1  88    0    0 262 -326  0
4218500 2850500  3 10  4   4.8 1014 227  3.8 0  4.9  89    0    0 240 -325  0
4218500 2850500  3 10  5   4.5 1014 225  3.2 3  4.7  89    0    0 251 -324  0
4218500 2850500  3 10  6   5.0 1014 212  3.6 6  4.7  89    0    0 283 -322  0
4218500 2850500  3 10  7   5.7 1015 222  4.0 7  4.7  85    0    0 303 -320  0
4218500 2850500  3 10  8   6.2 1015 225  3.8 7  4.6  80   21   39 308 -320  0
4218500 2850500  3 10  9   7.3 1015 231  3.8 7  4.7  76   12   87 310 -324  0
4218500 2850500  3 10 10   8.7 1016 201  3.4 7  4.8  72   15  147 313 -333  0
4218500 2850500  3 10 11  10.8 1015 250  4.7 7  5.0  67   37  198 317 -345  0
4218500 2850500  3 10 12  11.6 1016 267  4.6 6  5.4  65   26  215 314 -356  0
4218500 2850500  3 10 13  12.1 1017 265  4.9 7  5.6  66    0  111 311 -364  0
4218500 2850500  3 10 14  12.8 1016 252  4.5 6  5.8  64    3  160 311 -370  0
4218500 2850500  3 10 15  13.3 1016 270  5.1 6  5.8  62   10  166 310 -372  0
4218500 2850500  3 10 16  13.6 1016 265  4.9 5  5.5  58   54  152 306 -371  0
4218500 2850500  3 10 17  12.8 1017 259  2.9 5  5.2  56   67   86 300 -368  0
4218500 2850500  3 10 18  12.0 1016 234  2.7 7  5.4  61    0   23 305 -363  0
4218500 2850500  3 10 19  10.2 1016 236  3.0 7  5.6  68    0    0 309 -357  0
4218500 2850500  3 10 20  10.4 1016 250  3.6 7  5.5  70    0    0 305 -352  0
4218500 2850500  3 10 21  10.6 1016 261  4.0 7  5.3  67    0    0 305 -347  0
4218500 2850500  3 10 22   9.9 1015 232  3.5 7  5.1  66    0    0 305 -345  0
4218500 2850500  3 10 23   9.4 1015 249  3.9 7  5.0  68    0    0 304 -343  0
4218500 2850500  3 10 24   9.2 1016 251  3.4 8  5.0  69    0    0 308 -342  0
4218500 2850500  3 11  1   8.2 1015 223  3.2 7  5.0  72    0    0 307 -342  0
4218500 2850500  3 11  2   7.5 1015 228  3.5 6  5.1  77    0    0 299 -342  0
4218500 2850500  3 11  3   7.2 1015 242  3.8 5  5.2  82    0    0 291 -341  0
4218500 2850500  3 11  4   7.0 1014 232  3.3 6  5.2  84    0    0 291 -340  0
4218500 2850500  3 11  5   6.6 1014 203  3.1 8  5.3  86    0    0 304 -339  0
4218500 2850500  3 11  6   7.1 1014 220  3.8 7  5.3  86    0    0 309 -339  0
4218500 2850500  3 11  7   7.6 1014 221  3.7 8  5.3  83    0    1 312 -338  0
4218500 2850500  3 11  8   8.1 1013 210  4.1 8  5.3  80    0   22 319 -339  0
4218500 2850500  3 11  9   8.7 1013 209  4.1 8  5.4  78    0   74 320 -344  0
4218500 2850500  3 11 10  10.1 1013 205  4.2 7  5.4  73    7  141 318 -351  0
4218500 2850500  3 11 11  11.7 1013 225  4.5 7  5.3  65   55  220 317 -359  0
4218500 2850500  3 11 12  12.3 1013 226  5.3 7  5.2  60   14  208 321 -367  0
4218500 2850500  3 11 13  11.2 1012 228  4.7 8  5.4  64    0  101 328 -373  0
4218500 2850500  3 11 14  10.4 1011 216  4.6 8  5.8  72    0   68 334 -375  0
4218500 2850500  3 11 15   9.9 1009 185  4.0 7  6.1  79    0   78 329 -375  0
4218500 2850500  3 11 16   9.9 1008 191  4.7 7  6.5  85    0   62 326 -371  0
4218500 2850500  3 11 17   9.8 1008 191  3.9 8  6.7  88    0   33 335 -367  0
4218500 2850500  3 11 18  10.3 1006 216  4.9 8  6.8  89    0   15 344 -362  0
4218500 2850500  3 11 19  10.7 1005 230  5.3 8  6.9  86    0    0 348 -359  0
4218500 2850500  3 11 20  10.2 1005 235  5.7 8  7.0  88    0    0 350 -358  0
4218500 2850500  3 11 21  10.1 1005 243  6.1 8  7.1  92    0    0 351 -358  0
4218500 2850500  3 11 22   9.0 1005 292  5.3 8  7.1  94    0    0 350 -358  0
4218500 2850500  3 11 23   8.1 1005 282  4.4 8  6.6  94    0    0 347 -359  0
4218500 2850500  3 11 24   7.7 1005 275  4.1 8  6.3  94    0    0 345 -360  0
4218500 2850500  3 12  1   7.4 1006 276  4.5 8  6.3  96    0    0 344 -361  0
4218500 2850500  3 12  2   7.2 1005 261  4.1 8  6.2  97    0    0 343 -357  0
4218500 2850500  3 12  3   7.2 1005 261  4.2 8  6.3  98    0    0 343 -351  0
4218500 2850500  3 12  4   7.4 1005 259  4.1 8  6.3  98    0    0 343 -348  0
4218500 2850500  3 12  5   7.4 1006 255  4.8 8  6.3  97    0    0 343 -348  0
4218500 2850500  3 12  6   7.3 1006 250  5.1 8  6.2  97    0    0 343 -347  0
4218500 2850500  3 12  7   7.4 1006 256  4.4 8  6.2  96    0    1 341 -347  0
4218500 2850500  3 12  8   7.7 1006 252  5.4 8  6.2  94   30   25 341 -347  0
4218500 2850500  3 12  9   8.1 1007 250  5.7 7  6.2  93   27   78 335 -348  0
4218500 2850500  3 12 10   8.1 1007 270  5.7 8  6.3  93    0   76 335 -348  0
4218500 2850500  3 12 11   7.7 1007 293  5.3 8  6.1  92    0   81 340 -349  0
4218500 2850500  3 12 12   8.9 1008 309  4.8 7  6.2  90   90  165 333 -352  0
4218500 2850500  3 12 13   8.2 1009 303  3.5 6  6.1  88    2  158 322 -352  0
4218500 2850500  3 12 14   8.9 1009 310  5.7 7  5.8  84    0   86 320 -351  0
4218500 2850500  3 12 15   8.8 1010 320  5.3 7  5.9  83    0  102 325 -352  0
4218500 2850500  3 12 16   8.2 1010 332  6.4 6  5.8  83    0   91 318 -353  0
4218500 2850500  3 12 17   7.5 1011 344  5.7 7  5.6  84    0   45 315 -351  0
4218500 2850500  3 12 18   7.0 1013 351  5.1 7  5.5  86    0   24 318 -345  0
4218500 2850500  3 12 19   6.3 1014 332  4.4 7  5.4  88    0    0 316 -340  0
4218500 2850500  3 12 20   6.4 1016 330  4.5 7  5.3  89    0    0 314 -336  0
4218500 2850500  3 12 21   5.9 1018 347  5.3 7  5.1  87    0    0 313 -334  0
4218500 2850500  3 12 22   5.0 1019  16  5.0 8  4.7  84    0    0 315 -333  0
4218500 2850500  3 12 23   4.3 1020  19  4.2 8  4.3  81    0    0 316 -331  0
4218500 2850500  3 12 24   3.7 1022 354  2.8 7  4.0  79    0    0 308 -330  0
4218500 2850500  3 13  1   3.2 1023 345  3.3 7  3.7  76    0    0 298 -327  0
4218500 2850500  3 13  2   2.5 1023 327  3.3 6  3.5  77    0    0 290 -325  0
4218500 2850500  3 13  3   1.7 1024 319  3.5 3  3.6  83    0    0 266 -322  0
4218500 2850500  3 13  4   1.2 1024 323  3.7 1  3.7  88    0    0 237 -319  0
4218500 2850500  3 13  5   0.6 1025 332  3.7 1  3.6  90    0    0 225 -316  0
4218500 2850500  3 13  6   0.3 1025 333  4.1 0  3.4  88    0    0 217 -315  0
4218500 2850500  3 13  7  -0.2 1026 332  4.2 1  3.2  86    0    5 214 -312  0
4218500 2850500  3 13  8   1.1 1026 344  4.8 1  3.2  82   68   36 219 -310  0
4218500 2850500  3 13  9   2.2 1026 345  4.8 0  3.2  76  174   59 218 -311  0
4218500 2850500  3 13 10   3.6 1027 343  4.8 0  3.2  70  339   57 215 -314  0
4218500 2850500  3 13 11   4.9 1027 337  5.5 1  3.1  61  411   94 222 -320  0
4218500 2850500  3 13 12   5.6 1027   9  7.4 2  2.8  52  261  176 234 -328  0
4218500 2850500  3 13 13   6.0 1027   9  7.9 2  2.5  45  358  143 240 -333  0
4218500 2850500  3 13 14   5.8 1027  10  6.8 1  2.2  39  384  115 235 -335  0
4218500 2850500  3 13 15   6.2 1027   7  6.6 1  2.0  35  397   52 229 -334  0
4218500 2850500  3 13 16   5.9 1027 355  7.3 1  1.7  30  268   69 229 -331  0
4218500 2850500  3 13 17   5.0 1027  19  7.4 1  1.6  30  134   62 228 -326  0
4218500 2850500  3 13 18   4.1 1028  11  6.4 1  1.6  32   21   31 225 -319  0
4218500 2850500  3 13 19   2.8 1028   2  4.7 1  1.6  33    0    0 223 -315  0
4218500 2850500  3 13 20   2.1 1029 351  4.1 0  1.6  36    0    0 216 -312  0
4218500 2850500  3 13 21   1.6 1029 338  3.5 0  1.7  40    0    0 210 -309  0
4218500 2850500  3 13 22   1.2 1029 333  4.1 0  1.8  43    0    0 209 -308  0
4218500 2850500  3 13 23   1.5 1029 344  4.4 0  2.0  50    0    0 210 -308  0
4218500 2850500  3 13 24   1.1 1029 350  4.6 0  2.4  60    0    0 213 -308  0
4218500 2850500  3 14  1   0.0 1029 356  3.8 0  2.7  69    0    0 214 -308  0
4218500 2850500  3 14  2  -0.1 1029 357  4.7 0  2.8  75    0    0 214 -308  0
4218500 2850500  3 14  3  -0.2 1028   0  4.0 1  2.7  74    0    0 220 -308  0
4218500 2850500  3 14  4   0.1 1027   3  4.1 4  2.8  75    0    0 240 -307  0
4218500 2850500  3 14  5   0.2 1028  20  5.0 6  2.9  78    0    0 265 -306  0
4218500 2850500  3 14  6   0.3 1028  21  4.3 6  3.0  80    0    0 276 -306  0
4218500 2850500  3 14  7   0.4 1029  35  3.9 7  3.1  81    0    2 282 -306  0
4218500 2850500  3 14  8   0.8 1029  45  4.2 7  3.2  82    8   47 287 -308  0
4218500 2850500  3 14  9   1.4 1030  25  4.0 7  3.3  81    7   99 290 -311  0
4218500 2850500  3 14 10   2.0 1030  23  4.3 7  3.3  79   13  159 293 -314  0
4218500 2850500  3 14 11   2.8 1031  43  4.2 7  3.4  77   19  198 296 -315  0
4218500 2850500  3 14 12   4.3 1031  36  3.5 6  3.5  73   61  250 294 -318  0
4218500 2850500  3 14 13   5.6 1031  50  3.9 3  3.6  67  270  243 278 -322  0
4218500 2850500  3 14 14   6.3 1031  64  4.5 2  3.5  61  178  259 260 -323  0
4218500 2850500  3 14 15   6.6 1031  68  4.4 6  3.4  58   12  176 277 -324  0
4218500 2850500  3 14 16   7.1 1031  45  4.6 7  3.3  55    6  122 303 -325  0
4218500 2850500  3 14 17   6.4 1031  65  3.7 4  3.2  53   27  100 291 -325  0
4218500 2850500  3 14 18   6.1 1031  27  3.0 5  3.2  55    2   36 280 -323  0
4218500 2850500  3 14 19   5.6 1031  27  3.8 6  3.4  61    0    0 288 -320  0
4218500 2850500  3 14 20   4.3 1032  16  4.3 7  3.7  70    0    0 295 -318  0
4218500 2850500  3 14 21   1.8 1032  19  3.7 4  3.7  79    0    0 278 -317  0
4218500 2850500  3 14 22   1.2 1033  20  3.4 2  3.6  87    0    0 250 -316  0
4218500 2850500  3 14 23   0.6 1033  25  3.1 2  3.6  91    0    0 239 -316  0
4218500 2850500  3 14 24  -0.3 1033  17  3.2 1  3.5  94    0    0 233 -315  0
4218500 2850500  3 15  1   0.5 1033  10  3.1 0  3.5  93    0    0 223 -316  0
4218500 2850500  3 15  2  -0.6 1033  38  2.7 0  3.4  93    0    0 218 -316  0
4218500 2850500  3 15  3  -0.8 1033  35  2.8 0  3.4  96    0    0 216 -316  0
4218500 2850500  3 15  4  -1.1 1034  32  2.8 2  3.4  98    0    0 225 -315  0
4218500 2850500  3 15  5  -0.1 1034  21  2.6 5  3.5  98    0    0 250 -315  0
4218500 2850500  3 15  6   0.2 1034  41  2.3 6  3.5  95    0    0 270 -315  0
4218500 2850500  3 15  7  -0.2 1035  61  2.3 6  3.5  95    1    7 275 -315  0
4218500 2850500  3 15  8   1.4 1036  60  2.3 4  3.6  92   52   52 268 -315  0
4218500 2850500  3 15  9   3.2 1037  73  2.4 3  3.6  83  131  100 257 -318  0
4218500 2850500  3 15 10   4.8 1037 118  2.3 0  3.6  72  291  106 240 -322  0
4218500 2850500  3 15 11   5.8 1038 101  2.3 0  3.2  60  387  117 225 -327  0
4218500 2850500  3 15 12   7.0 1038  99  2.1 1  2.9  50  439  127 232 -331  0
4218500 2850500  3 15 13   7.8 1038  22  1.4 1  2.9  47  444  137 242 -334  0
4218500 2850500  3 15 14   8.1 1038  21  1.5 1  2.9  45  398  145 244 -336  0
4218500 2850500  3 15 15   8.7 1037  59  1.7 1  2.9  43  335  129 246 -339  0
4218500 2850500  3 15 16   8.8 1037  31  1.9 1  2.9  42  229  116 248 -339  0
4218500 2850500  3 15 17   8.4 1037  33  1.0 1  2.9  43  110   91 247 -337  0
4218500 2850500  3 15 18   7.2 1037 338  2.2 3  2.9  45   19   38 255 -332  0
4218500 2850500  3 15 19   6.2 1037 350  2.4 5  3.0  50    0    0 270 -325  0
4218500 2850500  3 15 20   3.9 1038  46  2.5 4  3.0  56    0    0 269 -319  0
4218500 2850500  3 15 21   3.1 1038  43  2.7 3  3.1  66    0    0 256 -316  0
4218500 2850500  3 15 22   2.6 1039  21  1.7 2  3.3  73    0    0 246 -315  0
4218500 2850500  3 15 23   3.0 1039  25  2.5 2  3.4  75    0    0 242 -315  0
4218500 2850500  3 15 24   1.4 1038 350  1.5 2  3.4  78    0    0 239 -313  0
4218500 2850500  3 16  1   0.3 1038   8  1.2 1  3.3  85    0    0 231 -312  0
4218500 2850500  3 16  2  -0.4 1038 327  2.4 0  3.3  91    0    0 218 -311  0
4218500 2850500  3 16  3  -1.0 1038 343  1.9 0  3.3  94    0    0 212 -312  0
4218500 2850500  3 16  4  -1.2 1038 326  1.8 0  3.3  96    0    0 210 -311  0
4218500 2850500  3 16  5  -1.5 1038 327  1.7 0  3.3  97    0    0 208 -310  0
4218500 2850500  3 16  6  -2.0 1038 326  1.6 2  3.2  98    0    0 215 -309  0
4218500 2850500  3 16  7  -1.9 1038 330  2.4 2  3.2  98    1    8 222 -309  0
4218500 2850500  3 16  8   0.2 1038 331  1.7 2  3.4  96   56   51 225 -309  0
4218500 2850500  3 16  9   2.8 1038 315  1.7 3  3.7  89  136   96 235 -312  0
4218500 2850500  3 16 10   4.3 1038 342  2.5 5  3.8  80  178  159 255 -318  0
4218500 2850500  3 16 11   5.6 1038 323  1.9 5  3.6  68  266  179 267 -326  0
4218500 2850500  3 16 12   8.1 1038 327  2.3 4  3.3  56  447  118 266 -333  0
4218500 2850500  3 16 13   9.4 1037 288  1.9 3  3.4  50  452  127 262 -342  0
4218500 2850500  3 16 14  10.7 1037 287  2.5 2  3.6  49  405  137 255 -348  0
4218500 2850500  3 16 15  11.5 1036 276  3.0 1  3.8  48  346  118 247 -350  0
4218500 2850500  3 16 16  11.8 1035 274  3.4 1  4.0  48  242  106 245 -349  0
4218500 2850500  3 16 17  11.3 1034 289  3.6 2  4.1  50  119   86 247 -345  0
4218500 2850500  3 16 18  10.2 1034 287  3.8 3  4.1  52   22   38 251 -337  0
4218500 2850500  3 16 19   8.6 1034 285  3.7 3  4.0  56    0    0 248 -328  0
4218500 2850500  3 16 20   7.3 1034 283  3.7 2  3.8  59    0    0 239 -321  0
4218500 2850500  3 16 21   6.1 1033 284  3.5 2  3.8  64    0    0 233 -317  0
4218500 2850500  3 16 22   5.6 1033 271  3.8 1  3.9  70    0    0 229 -315  0
4218500 2850500  3 16 23   4.8 1032 272  2.8 2  3.9  73    0    0 228 -315  0
4218500 2850500  3 16 24   3.8 1032 292  3.4 1  3.8  76    0    0 226 -314  0
4218500 2850500  3 17  1   3.5 1031 274  3.4 1  3.8  79    0    0 224 -312  0
4218500 2850500  3 17  2   2.9 1031 265  3.4 0  3.8  81    0    0 222 -310  0
4218500 2850500  3 17  3   2.4 1030 274  3.7 1  3.8  83    0    0 223 -310  0
4218500 2850500  3 17  4   2.3 1029 286  3.6 3  3.8  85    0    0 224 -309  0
4218500 2850500  3 17  5   2.0 1028 266  3.9 4  3.7  85    0    0 226 -309  0
4218500 2850500  3 17  6   1.8 1027 277  3.4 7  3.7  85    0    0 231 -308  0
4218500 2850500  3 17  7   1.9 1027 274  3.0 7  3.7  86    0    1 239 -307  0
4218500 2850500  3 17  8   2.4 1026 291  4.9 7  3.7  85    6   54 242 -308  0
4218500 2850500  3 17  9   3.1 1026 306  4.7 6  3.8  82   17  131 243 -311  0
4218500 2850500  3 17 10   3.1 1025 320  5.9 6  3.8  82   47  217 240 -317  0
4218500 2850500  3 17 11   2.6 1026 322  5.2 7  3.8  83   18  223 238 -327  0
4218500 2850500  3 17 12   3.0 1026 332  5.0 8  3.8  83    0  132 237 -338  0
4218500 2850500  3 17 13   3.9 1026 334  4.4 8  3.8  80    0   94 242 -348  0
4218500 2850500  3 17 14   4.5 1026 317  4.0 7  3.8  75    0   84 247 -355  0
4218500 2850500  3 17 15   5.3 1026 337  3.5 7  3.8  72    0   93 251 -356  0
4218500 2850500  3 17 16   6.3 1025 333  3.5 7  3.8  67   15  129 254 -354  0
4218500 2850500  3 17 17   6.5 1025 327  2.6 4  3.8  64   40  123 250 -348  0
4218500 2850500  3 17 18   6.3 1025 299  2.3 4  3.7  64   13   45 246 -340  0
4218500 2850500  3 17 19   4.5 1025 298  2.8 3  3.7  67    0    0 243 -330  0
4218500 2850500  3 17 20   3.5 1026 302  2.7 2  3.7  75    0    0 235 -323  0
4218500 2850500  3 17 21   2.8 1026 337  3.1 1  3.8  82    0    0 230 -319  0
